,mt,ribo,hb,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,n_cells,highly_variable,means,dispersions,dispersions_norm,highly_variable_nbatches,highly_variable_intersection
SCUBE2,False,False,False,6,0.0003503649635036496,0.0003503036000324793,99.96496350364964,6.0,1.9459102,6,False,0.0003853678759263007,0.5252224194773436,-0.16787179,0,False
DENND5A,False,False,False,1121,0.07865693430656934,0.07571668790390525,93.45401459854014,1347.0,7.2063775,1121,False,0.07079375255338682,0.8154783784165605,0.31053582,0,False
AP006259.1,False,False,False,6,0.0003503649635036496,0.0003503036000324793,99.96496350364964,6.0,1.9459102,6,False,0.00024177312526651193,-0.24458497007184463,-1.4416944,0,False
TMEM41B,False,False,False,2229,0.15713868613138687,0.14595030803876946,86.98394160583942,2691.0,7.89804,2229,False,0.14325510043646644,0.8424877888345728,0.3544501,0,False
IPO7,False,False,False,2490,0.21816058394160584,0.19734200291386025,85.45985401459855,3736.0,8.226038,2490,False,0.1465475951609248,0.7334045704412188,0.17470704,0,False
AC132192.1,False,False,False,104,0.006306569343065694,0.006286766151151024,99.39270072992701,108.0,4.691348,104,False,0.007083932894667861,1.0379681674774524,0.6769922,1,False
AC132192.2,False,False,False,585,0.038248175182481754,0.03753484593746954,96.58394160583941,655.0,6.4861608,585,False,0.03657080436140123,0.9346587436904547,0.50735414,0,False
ZNF143,False,False,False,1754,0.12332846715328467,0.11629612377575536,89.75766423357663,2112.0,7.6558642,1754,False,0.09820394776797206,0.7805020630693352,0.25189784,0,False
WEE1,False,False,False,1114,0.12414598540145985,0.11702362328819897,93.4948905109489,2126.0,7.662468,1114,False,0.05962013247849583,0.8973794619282256,0.44615418,0,False
SWAP70,False,False,False,2106,0.21202919708029197,0.19229597735720422,87.7021897810219,3631.0,8.197538,2106,False,0.1867405345029166,1.009050296658153,0.6307232,0,False
LINC02709,False,False,False,62,0.003737226277372263,0.0037302601977308903,99.63795620437956,64.0,4.1743875,62,False,0.0035347026633401344,0.4401605054547499,-0.31271306,0,False
SBF2-AS1,False,False,False,347,0.022306569343065692,0.02206141680250632,97.97372262773723,382.0,5.9480352,347,False,0.01696010069585331,0.729503720846266,0.16883896,0,False
SBF2,False,False,False,1424,0.0995036496350365,0.0948588503660024,91.68467153284672,1704.0,7.4413204,1424,False,0.10351833889114981,1.0212614797626696,0.6511692,0,False
AC011092.2,False,False,False,3,0.0001751824817518248,0.0001751671390926857,99.98248175182482,3.0,1.3862944,3,False,0.00017564705129790385,-0.08366614790793622,-1.1793671,0,False
AC011092.3,False,False,False,3,0.0001751824817518248,0.0001751671390926857,99.98248175182482,3.0,1.3862944,3,False,9.315979150446141e-05,-0.27379860190037586,-0.9326822,0,False
AC080023.1,False,False,False,5,0.0003503649635036496,0.0003503036000324793,99.97080291970802,6.0,1.9459102,5,False,0.00028812631644252,0.23607341051781594,-0.65181947,0,False
ADM,False,False,False,493,0.047357664233576645,0.04627048218151511,97.12116788321168,811.0,6.6995006,493,False,0.03747005422526395,1.0398559996629058,0.6814303,0,False
AMPD3,False,False,False,980,0.06452554744525547,0.06252920454228268,94.27737226277372,1105.0,7.0085053,980,False,0.05185260099187318,0.6236900518736844,-0.0067601604,0,False
MTRNR2L8,False,False,False,10914,1.322978102189781,0.8428500272220087,36.268613138686135,22656.0,10.028224,10861,True,1.109626078085479,2.580165869578699,1.2478704,1,False
RNF141,False,False,False,1647,0.11941605839416058,0.11280717290926415,90.38248175182481,2045.0,7.623642,1647,False,0.09350257691914268,0.622334381591819,-0.009649602,0,False
MRVI1-AS1,False,False,False,48,0.003211678832116788,0.0032065324078203255,99.71970802919708,55.0,4.0253515,48,False,0.0031398398086652634,0.23559945734448703,-0.6492892,0,False
MRVI1,False,False,False,104,0.006423357664233576,0.006402815820539708,99.39270072992701,110.0,4.7095304,104,False,0.00527169655719243,0.35222598904757063,-0.45488542,0,False
CTR9,False,False,False,3127,0.25477372262773723,0.22695525563259278,81.74014598540145,4363.0,8.381145,3127,False,0.19828908695775543,0.8025944326249235,0.28891143,0,False
EIF4G2,False,False,False,9132,1.2758540145985402,0.8223553729936537,46.674452554744526,21849.0,9.991957,9128,False,0.7625870311481601,0.9534763161578146,-0.4233283,0,False
AC116535.1,False,False,False,14,0.0008175182481751825,0.0008171842621461863,99.91824817518248,14.0,2.7080503,14,False,0.0009252913173211853,0.9658519221554903,0.5570455,1,False
ZBED5,False,False,False,2547,0.18581021897810218,0.17042627004629127,85.12700729927008,3182.0,8.065579,2547,False,0.1798724711511977,0.9571981263471525,0.5444837,0,False
ZBED5-AS1,False,False,False,716,0.0451970802919708,0.04420546121607388,95.81897810218977,774.0,6.652863,716,False,0.03665219735465528,0.4231122189463278,-0.33997893,0,False
AC069360.1,False,False,False,30,0.0017518248175182481,0.0017502921621240512,99.82481751824818,30.0,3.4339871,30,False,0.001262781827163555,-0.01799909973373734,-1.0684302,0,False
KC877392.1,False,False,False,3,0.0001751824817518248,0.0001751671390926857,99.98248175182482,3.0,1.3862944,3,False,0.0001837050432636431,0.23074180359622698,-0.100019924,0,False
GALNT18,False,False,False,8,0.00046715328467153287,0.00046704420254656964,99.95328467153286,8.0,2.1972246,8,True,0.0013158870109250714,1.405674317379359,1.2899753,1,False
CSNK2A3,False,False,False,22,0.0012846715328467154,0.0012838470484252955,99.87153284671533,22.0,3.1354942,22,False,0.000819505638168454,0.19858371907209307,-0.7094397,0,False
AC023946.1,False,False,False,11,0.0006423357664233577,0.0006421295571039668,99.93576642335766,11.0,2.4849067,11,False,0.00042619177719709057,0.07207911707983561,-0.91876745,0,False
USP47,False,False,False,3487,0.2690802919708029,0.23829245857527623,79.63795620437956,4608.0,8.435766,3487,False,0.24633046275975837,0.9922648380233231,0.6028336,0,False
DKK3,False,False,False,69,0.004262773722627737,0.004253713840415788,99.59708029197081,73.0,4.304065,69,False,0.006315567354705849,0.9309802502379215,0.50264496,0,False
MICAL2,False,False,False,2249,0.18545985401459855,0.17013076176990918,86.86715328467155,3176.0,8.063693,2248,False,0.11007201729606828,0.6411511464884766,0.022653732,0,False
AC079329.1,False,False,False,40,0.0023357664233576644,0.0023330427613663914,99.76642335766424,40.0,3.713572,40,False,0.0011660436656972617,0.04562908792135889,-0.96089953,0,False
AC025300.1,False,False,False,9,0.0005255474452554744,0.0005254093935632255,99.94744525547445,9.0,2.3025851,9,False,0.0005861663760338431,0.30828759997698235,-0.047319073,0,False
PARVA,False,False,False,10,0.0006423357664233577,0.0006421295571039668,99.94160583941606,11.0,2.4849067,10,False,0.0008397411352727814,0.9630305856828049,0.5575884,1,False
TEAD1,False,False,False,7,0.0005255474452554744,0.0005254093935632255,99.95912408759125,9.0,2.3025851,7,False,0.0004803791623761832,0.28839480926294436,-0.56146175,0,False
LINC00958,False,False,False,18,0.0011094890510948904,0.001108874022986907,99.89489051094891,19.0,2.9957323,18,False,0.0008993204638833345,0.014673737473134746,-1.0145886,0,False
ARNTL,False,False,False,1210,0.0785985401459854,0.07566255044889378,92.93430656934306,1346.0,7.205635,1210,False,0.09925796950786214,1.07144327971345,0.7339498,0,False
BTBD10,False,False,False,979,0.06411678832116788,0.062145148355629114,94.28321167883212,1098.0,7.002156,979,False,0.05205208890556706,0.732197418315454,0.17281602,0,False
AC021269.3,False,False,False,43,0.0025693430656934307,0.002566047946785925,99.74890510948904,44.0,3.8066626,43,False,0.0028315588040123524,0.8706026784053176,0.403605,1,False
FAR1,False,False,False,2579,0.22026277372262773,0.19906622384967199,84.94014598540146,3772.0,8.235626,2579,False,0.17460381210806225,0.8895066569483598,0.4327245,0,False
FAR1-IT1,False,False,False,251,0.014948905109489052,0.014838271433053876,98.53430656934307,256.0,5.549076,251,False,0.01770790522241847,0.9034356483533657,0.45521852,0,False
LINC02548,False,False,False,3,0.0001751824817518248,0.0001751671390926857,99.98248175182482,3.0,1.3862944,3,False,0.0001806680528411827,-0.09666398379814659,-1.197966,0,False
SPON1,False,False,False,319,0.019854014598540148,0.01965949411050631,98.13722627737226,340.0,5.8318825,319,False,0.02774923106208932,0.8856886716923715,0.42605683,0,False
RRAS2,False,False,False,946,0.06364963503649634,0.061706046312238125,94.47591240875911,1090.0,6.99485,946,False,0.06967312076143414,0.763840878612652,0.22445758,0,False
COPB1,False,False,False,3993,0.351007299270073,0.3008504618280652,76.68321167883212,6011.0,8.701512,3993,False,0.24981936684329137,0.7085792154241435,0.1331165,0,False
PSMA1,False,False,False,5876,0.669956204379562,0.5127974011623665,65.6875912408759,11473.0,9.347839,5876,False,0.3821348540857835,0.6250227989616741,-0.6761403,0,False
PDE3B,False,False,False,3692,0.312992700729927,0.2723090360743817,78.44087591240876,5360.0,8.5869055,3692,False,0.33169432662024145,1.198244818720596,0.7102276,0,False
CYP2R1,False,False,False,697,0.04303649635036497,0.04213616711340535,95.92992700729927,737.0,6.603944,697,False,0.04490879061838231,0.914485292616344,0.4734667,0,False
CALCB,False,False,False,15,0.0008759124087591241,0.0008755290213447437,99.91240875912408,15.0,2.7725887,15,False,0.0013466883270975222,0.8666894568069519,0.39826196,1,False
SOX6,False,False,False,1745,0.3262481751824817,0.28235403502238104,89.81021897810218,5587.0,8.628377,1745,True,0.1708506768856817,2.1515857957970024,2.521715,2,True
C11orf58,False,False,False,8795,1.1129343065693431,0.7480776480272531,48.64233576642336,19059.0,9.855348,8793,False,0.6169353737452904,0.6734648274958965,-0.5737986,0,False
PLEKHA7,False,False,False,46,0.00291970802919708,0.00291545396012405,99.73138686131387,50.0,3.9318256,46,True,0.0027766941888274486,1.243567710090793,1.0134709,1,False
RPS13,False,True,False,13274,17.405138686131387,2.9126299020447237,22.487591240875915,298063.0,12.605063,13264,False,2.620673787963728,2.432909122456324,0.28159776,0,False
PIK3C2A,False,False,False,2030,0.14242335766423359,0.13315175852882177,88.14598540145985,2439.0,7.799753,2030,False,0.14580772589135482,0.9616812564585506,0.551957,0,False
NUCB2,False,False,False,5366,0.9738978102189781,0.6800101717984292,68.66569343065694,16678.0,9.721906,5366,False,0.43788731097424904,0.8765278303552801,-0.16131163,0,False
AC124798.2,False,False,False,10,0.0006423357664233577,0.0006421295571039668,99.94160583941606,11.0,2.4849067,10,False,0.0011140487969501618,0.6193406689786584,-0.010898284,1,False
NCR3LG1,False,False,False,55,0.003386861313868613,0.003381138816319109,99.67883211678831,58.0,4.0775375,55,False,0.004269286797433202,0.9138686179822688,0.47377455,0,False
AC124798.1,False,False,False,51,0.003211678832116788,0.0032065324078203255,99.7021897810219,55.0,4.0253515,51,False,0.0031302326695055033,0.7047297908721255,0.12668303,0,False
OTOG,False,False,False,4,0.00023357664233576643,0.00023354936755892855,99.97664233576641,4.0,1.609438,4,False,0.00030546451000141694,0.788888047997033,0.26683864,0,False
KCNC1,False,False,False,272,0.016233576642335767,0.01610322100374798,98.41167883211679,278.0,5.6312118,272,True,0.02495824171783049,1.2296272205346712,0.99496156,1,False
SERGEF,False,False,False,895,0.055766423357664234,0.05426697081574145,94.77372262773723,955.0,6.862758,895,False,0.0471649572658915,0.401528095208222,-0.37481263,0,False
TPH1,False,False,False,72,0.004554744525547445,0.0045444030666131905,99.57956204379562,78.0,4.3694477,72,False,0.004936296068194959,0.9003696948876723,0.45122027,0,False
SAAL1,False,False,False,883,0.0632992700729927,0.061376593201417265,94.84379562043796,1084.0,6.989335,883,False,0.04397078703921413,0.8427248868865362,0.35498452,0,False
SAA2,False,False,False,5,0.00029197080291970805,0.00029192818773955307,99.97080291970802,5.0,1.7917595,5,False,0.0005064972514550294,0.8648102403238932,0.38968396,1,False
HPS5,False,False,False,1201,0.08198540145985402,0.07879768815198854,92.98686131386862,1404.0,7.2477927,1201,False,0.07425602883235487,0.7692899070765513,0.23412853,0,False
GTF2H1,False,False,False,1635,0.11439416058394161,0.1083109035055716,90.45255474452554,1959.0,7.5807,1635,False,0.08970044918265258,0.7309735569724614,0.169888,0,False
LDHA,False,False,False,5875,0.8195620437956205,0.5985958368542585,65.69343065693431,14035.0,9.54938,5874,False,0.4355988505359759,0.6989415422610596,-0.52472776,0,False
AC084117.1,False,False,False,15,0.0008759124087591241,0.0008755290213447437,99.91240875912408,15.0,2.7725887,15,False,0.0017453312202880217,1.0786814121397656,0.74162716,1,False
LDHC,False,False,False,3,0.00023357664233576643,0.00023354936755892855,99.98248175182482,4.0,1.609438,3,False,0.0003515687501364765,0.9860358625801292,0.5940792,1,False
LDHAL6A,False,False,False,12,0.0007591240875912409,0.0007588360986380783,99.92992700729927,13.0,2.6390574,12,False,0.0005767310580578019,-0.2273209628084586,-1.4190012,0,False
TSG101,False,False,False,3135,0.24472992700729926,0.21891858028624683,81.69343065693431,4191.0,8.340933,3133,False,0.14181095698209445,0.5460831872530505,-0.13595732,0,False
AC027544.2,False,False,False,17,0.0009927007299270073,0.000992208328402034,99.9007299270073,17.0,2.8903718,17,False,0.0015817728968570137,1.0278919855559248,0.6617303,0,False
UEVLD,False,False,False,503,0.032875912408759124,0.032347059406856185,97.06277372262774,563.0,6.3350544,503,False,0.027880431149455567,0.6911777641215562,0.10437658,0,False
SPTY2D1OS,False,False,False,128,0.007824817518248175,0.007794362400977097,99.25255474452554,134.0,4.905275,128,False,0.00805972604595643,0.757538798162856,0.21456267,0,False
SPTY2D1,False,False,False,2508,0.19235036496350366,0.17592645579260868,85.35474452554745,3294.0,8.100162,2508,False,0.15152271302057702,0.7214538723941686,0.15449956,0,False
TMEM86A,False,False,False,63,0.003737226277372263,0.0037302601977308903,99.63211678832117,64.0,4.1743875,63,False,0.0031375426266156137,0.3073233730959753,-0.5319423,0,False
IGSF22,False,False,False,202,0.012613138686131387,0.01253425566812325,98.82043795620437,216.0,5.379897,201,False,0.012476322530056852,0.5740147981369622,-0.088168725,0,False
AC103974.1,False,False,False,3,0.0001751824817518248,0.0001751671390926857,99.98248175182482,3.0,1.3862944,3,False,9.273990481768796e-05,-0.22785869779448842,-0.8568659,0,False
ZDHHC13,False,False,False,736,0.04764963503649635,0.04654921228895838,95.7021897810219,816.0,6.705639,736,False,0.046372836153333485,1.0343394522470808,0.67185616,0,False
E2F8,False,False,False,688,0.0804087591240876,0.07733945020083788,95.98248175182482,1377.0,7.2283883,688,False,0.02681173569039904,0.5402081447728042,-0.14449404,0,False
NAV2,False,False,False,29,0.001927007299270073,0.0019251530024845024,99.83065693430657,33.0,3.5263605,29,False,0.0017070520425676709,0.4639200677858858,-0.27031755,0,False
AC009549.1,False,False,False,6,0.0003503649635036496,0.0003503036000324793,99.96496350364964,6.0,1.9459102,6,False,0.0007360247325808472,0.9566606270728053,0.5407359,1,False
NAV2-AS3,False,False,False,3,0.0001751824817518248,0.0001751671390926857,99.98248175182482,3.0,1.3862944,3,False,0.00011571263963531424,-0.4185336339405404,-1.73259,0,False
NAV2-AS2,False,False,False,8,0.00046715328467153287,0.00046704420254656964,99.95328467153286,8.0,2.1972246,8,False,0.0002457783090873239,0.02432993967977992,-1.0030519,0,False
HTATIP2,False,False,False,1871,0.12694890510948906,0.11951389694868401,89.07445255474452,2174.0,7.684784,1871,False,0.10219206057487551,0.4158863141369378,-0.3516955,0,False
PRMT3,False,False,False,767,0.05156204379562044,0.050276719456142135,95.52116788321167,883.0,6.784457,766,False,0.041462930331191916,0.9333701575794713,0.505788,0,False
ANO5,False,False,False,45,0.0027445255474452556,0.0027407662140251795,99.73722627737226,47.0,3.871201,45,False,0.002018260786399072,0.05964309544351099,-0.94083863,0,False
FANCF,False,False,False,1111,0.07264233576642336,0.07012507701563814,93.51240875912409,1244.0,7.1268907,1111,False,0.061057683943291904,0.8652783484329177,0.39310735,0,False
GAS2,False,False,False,250,0.015532846715328468,0.015413446877416522,98.54014598540147,266.0,5.587249,249,False,0.01687963281604366,0.7735445138804975,0.24226198,0,False
SVIP,False,False,False,3759,0.4196788321167883,0.35043067146620294,78.04963503649635,7187.0,8.880168,3758,False,0.23332691018177135,0.6558614484193015,0.04590742,0,False
AC006299.1,False,False,False,103,0.006423357664233576,0.006402815820539708,99.39854014598541,110.0,4.7095304,103,False,0.00630932866398295,0.6834394708985077,0.0930399,0,False
LINC02718,False,False,False,4,0.00023357664233576643,0.00023354936755892855,99.97664233576641,4.0,1.609438,4,False,9.688040610552492e-05,-0.779242017149224,-2.332461,0,False
